Id	Metabolism	Metabolism__colour	Metabolism__shape	Genome	Function	Copies__autocolour
6666666_104670_3076	Central metabolism	Red	circle	Agromyces subbeticus DSM 16689 ATXG01	Lactam_utilization_protein_LamB	1
6666666_104449_2775	Central metabolism	Red	circle	Microbacterium sp. G3 CDAR01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
6666666_104450_1062	Central metabolism	Red	circle	Microbacterium sp. CF335 JUGQ01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
6666666_104507_2460	Central metabolism	Red	circle	Microbacterium mangrovi JTDK01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
6666666_111527_1492	Central metabolism	Red	circle	Leucobacter komagatae JXSQ01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	2
6666666_104578_33	Central metabolism	Red	circle	Leucobacter salsicius M1-8 AOCN01	Rossmann_fold_nucleotide_binding_protein_Smf_possibly_involved_in_DNA_uptake	1
6666666_104633_1121	Central metabolism	Red	circle	Leucobacter sp. UCD-THU APJM01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	2
6666666_104626_2028	Central metabolism	Red	circle	Leucobacter chironomi DSM 19883 ATXU01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	2
6666666_104603_1529	Central metabolism	Red	circle	Leucobacter sp. PH1c AYMV01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	2
6666666_104456_2323	Central metabolism	Red	circle	Microbacterium luticocti DSM 19459 AULS01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
6666666_147166_3547	Central metabolism	Red	circle	Microbacterium testaceum StLB037 NC_015125.1	hypothetical_protein	1
6666666_104495_2941	Central metabolism	Red	circle	Microbacterium sp. 292MF AQYD01	Phosphate_regulon_transcriptional_regulatory_protein_PhoB__SphR_	1
6666666_104461_2579	Central metabolism	Red	circle	Microbacterium oleivorans JFYO01	Oligopeptide_transport_system_permease_protein_OppB__TC_3.A.1.5.1_	1
6666666_104531_702	Central metabolism	Red	circle	Microbacterium hominis JWSZ01	hypothetical_protein	1
6666666_104467_889	Central metabolism	Red	circle	Microbacterium sp. TS-1 BASQ01	Phosphohistidine_phosphatase_SixA	1
6666666_104505_1937	Central metabolism	Red	circle	Microbacterium indicum DSM 19969 AULR01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
6666666_104525_2471	Central metabolism	Red	circle	Microbacterium gubbeenense DSM 15944 AUGQ01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
6666666_147106_786	Central metabolism	Red	circle	Microbacterium sp. CGR1 NZ_CP012299.1	Aldehyde_dehydrogenase__EC_1.2.1.3_	1
6666666_104533_1543	Central metabolism	Red	circle	Microbacterium sp. UCD-TDU AOSO01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
6666666_104496_2641	Central metabolism	Red	circle	Microbacterium paraoxydans DH1b AYME01	Probable_glutamate_gamma_aminobutyrate_antiporter	1
6666666_148064_953	Central metabolism	Red	circle	Microbacterium sp CCA4 LAB	putative_sugar_binding_secreted_protein	1
6666666_104532_380	Central metabolism	Red	circle	Microbacterium profundi JPSY01	putative_cholesterol_oxidase	1
6666666_104557_1960	Central metabolism	Red	circle	Brevibacterium casei S18 AMSP01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
6666666_104562_2590	Central metabolism	Red	circle	Brevibacterium linens JTJZ01	hypothetical_protein	1
6666666_104598_2139	Central metabolism	Red	circle	Brevibacterium sp. VCM10 JAJB01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
BGC0000824_ACC79985	Recruited Enzyme (MIBiG)	Blue	circle	BGC BGC0000824_ACC79985	Natural Products	1
6666666_111558_241	Central metabolism	Red	circle	Brevibacterium mcbrellneri ATCC 49030 ADNU01	hypothetical_protein	1
6666666_111463_1128	Central metabolism	Red	circle	Acidothermus cellulolyticus 11B ATCC 43068 NC_008578.1	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
6666666_103563_1194	Central metabolism	Red	circle	Propionibacterium acnes KPA171202 NC_0060851	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
6666666_104284_1798	Central metabolism	Red	circle	Propionibacterium acidipropionici ATCC 4875 NC_0193951	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
6666666_105557_980	Central metabolism	Red	circle	Propionibacterium thoenii DSM 20276 AUHZ01	Small_Subunit_Ribosomal_RNA_ssuRNA_SSU_rRNA	1
6666666_105555_1405	Central metabolism	Red	circle	Propionibacterium jensenii 20535 AUDD01	zinc_protease	1
6666666_70537_2883	Transition Enzyme (antiSMASH and Central metabolism)	Purple	circle	Streptomyces mauvecolor LAB	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	3
6666666_112222_409	Central metabolism	Red	circle	Aeromicrobium massiliense JC14 CAHG01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
6666666_104280_1197	Central metabolism	Red	circle	Propionibacterium freudenreichii subsp. shermanii CIRM-B1AI NC_0142151	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
6666666_105576_2562	Transition Enzyme (antiSMASH and Central metabolism)	Purple	circle	Propionibacterium acidifaciens DSM 21887 AUFR01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
6666666_105561_904	Central metabolism	Red	circle	Propionimicrobium lymphophilum ACS-093-V-SCH5 AGZR01	23S_rRNA_N_6_methyltransferase_ErmCX	1
6666666_105578_1086	Central metabolism	Red	circle	Aestuariimicrobium kwangyangense DSM 21549 ATXE01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
6666666_103564_2896	Central metabolism	Red	circle	Microlunatus phosphovorus NM-1 NC_0156351	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
6666666_112247_1430	Central metabolism	Red	circle	Jiangella gansuensis DSM 44835 AZXT01	possible_integral_membrane_protein	1
6666666_146845_2075	Central metabolism	Red	circle	Aeromicrobium marinum DSM 15272 NZ_CM001024.1	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
6666666_149162_9141	Secondary metabolsim (antiSMASH)	Cyan	circle	Lechevalieria aerocolonigenes NRRLB3298 JOFI01	UDP_N_acetylglucosamine_2_epimerase__EC_5.1.3.14_	3
6666666_104684_711	Secondary metabolsim (antiSMASH)	Cyan	circle	Lechevalieria aerocolonigenes JOFI01	hypothetical_protein	3
6666666_149161_4805	expansion	Gray	circle	Lechevalieria aerocolonigenes NRRLB16140 JYJG01	membrane_bound_metal_dependent_hydrolase	3
6666666_103192_5121	expansion	Gray	circle	Streptomyces chartreusis NRRL 12338 AGDE01	integral_membrane_transport_protein	2
6666666_104596_3746	Secondary metabolsim (antiSMASH)	Cyan	circle	Pseudonocardia spinosispora DSM 44797 AUBB01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	2
6666666_104623_8097	expansion	Gray	circle	Pseudonocardia acaciae DSM 45401 JIAI01	DedA_protein	2
6666666_112216_4765	Central metabolism	Red	circle	Kribbella catacumbae DSM 19601 AQUZ01	calcineurin_like_phosphoesterase_family_protein	1
6666666_147081_3095	Central metabolism	Red	circle	Kribbella flavida DSM 17836 NC_013729.1	hypothetical_protein	1
6666666_114230_1913	Central metabolism	Red	circle	Actinomyces suimastitidis DSM 15538 AUBF01	DNA_ligase__EC_6.5.1.2_	1
6666666_114193_120	Central metabolism	Red	circle	Actinomyces neuii subsp. neuii DSM 8576 ATUW01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
6666666_114240_1798	Central metabolism	Red	circle	Actinomyces neuii BVS029A5 AGWP01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
6666666_114238_1037	Central metabolism	Red	circle	Actinomyces sp. oral taxon 172 str. F0311 AWSF01	S_adenosylmethionine_synthetase__EC_2.5.1.6_	1
6666666_114243_819	Central metabolism	Red	circle	Actinomyces sp. ICM47 ALCA01	Helicase_C_terminalDEAD_DEAH_box_helicase_N_terminal	1
6666666_114191_1374	Central metabolism	Red	circle	Actinomyces sp. MS2 CCXH01	putative_acetyltransferase	1
6666666_114237_302	Central metabolism	Red	circle	Actinomyces sp. HPA0247 ATCA01	FIG011178_rRNA_methylase	1
6666666_114201_441	Central metabolism	Red	circle	Actinomyces sp. ICM39 ALCB01	Chromosomal_replication_initiator_protein_DnaA	1
6666666_114222_1245	Central metabolism	Red	circle	Actinomyces odontolyticus ATCC 17982 AAYI02	FIG00356548_hypothetical_protein	1
6666666_114210_489	Central metabolism	Red	circle	Actinomyces sp. ICM54 JDFI01	COG3610_Uncharacterized_conserved_protein	1
6666666_114202_463	Central metabolism	Red	circle	Actinomyces odontolyticus F0309 ACYT02	tRNA_Val_GAC	1
6666666_114250_765	Central metabolism	Red	circle	Varibaculum cambriense DSM 15806 ATUF01	Histidinol_dehydrogenase__EC_1.1.1.23_	1
6666666_114207_1915	Central metabolism	Red	circle	Varibaculum cambriense DORA_20 AZMI01	Anaerobic_glycerol_3_phosphate_dehydrogenase_subunit_A__EC_1.1.5.3_	1
6666666_114226_1121	Central metabolism	Red	circle	Actinomyces sp. S4-C9 JRMU01	FIG011121_hypothetical_protein	1
6666666_114220_540	Central metabolism	Red	circle	Actinomyces europaeus ACS-120-V-Col10b AGWN01	Dihydroorotate_dehydrogenase__EC_1.3.3.1_	1
6666666_114208_263	Central metabolism	Red	circle	Actinomyces cardiffensis F0333 AQHZ01	FIG00356548_hypothetical_protein	1
6666666_114204_1770	Central metabolism	Red	circle	Actinomyces sp. oral taxon 180 str. F0310 AEPP01	FIG00356814_hypothetical_protein	1
6666666_114239_958	Central metabolism	Red	circle	Actinomyces georgiae DSM 6843 AUBM01	Phosphatidate_cytidylyltransferase__EC_2.7.7.41_	1
6666666_114227_913	Central metabolism	Red	circle	Actinomyces georgiae F0490 AKFS01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
6666666_114199_1388	Central metabolism	Red	circle	Actinomyces sp. oral taxon 877 str. F0543 AWSG01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
6666666_114209_2063	Central metabolism	Red	circle	Actinomyces sp. oral taxon 178 str. F0338 AEUH01	hypothetical_protein	1
6666666_114233_715	Central metabolism	Red	circle	Actinomyces turicensis ACS-279-V-Col4 AGWQ01	Ribose_ABC_transport_system_ATP_binding_protein_RbsA__TC_3.A.1.2.1_	1
6666666_114248_1241	Central metabolism	Red	circle	Actinomyces vaccimaxillae DSM 15804 ATUX01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
6666666_114211_1676	Central metabolism	Red	circle	Actinobaculum sp. oral taxon 183 str. F0552 AWSB01	hypothetical_protein	1
6666666_114228_798	Central metabolism	Red	circle	Actinomyces sp. oral taxon 848 str. F0332 ACUY02	hypothetical_protein	1
6666666_146865_5659	Central metabolism	Red	circle	Mycobacterium kansasii ATCC 12478 NC_022663.1	ATP_synthase_F0_sector_subunit_c__EC_3.6.3.14_	1
6666666_112850_6706	Transition Enzyme (antiSMASH and Central metabolism)	Purple	circle	Streptomyces rimosus JMGX01	two_component_regulator	2
6666666_104314_4647	Transition Enzyme (antiSMASH and Central metabolism)	Purple	circle	Streptomyces sp. NRRL WC-3703 JOCH01	Electron_transfer_flavoprotein_alpha_subunit	2
6666666_113035_4595	Transition Enzyme (antiSMASH and Central metabolism)	Purple	circle	Streptomyces sp. NRRL WC-3702 JOCC01	RNA_polymerase_sigma_70_factor	2
6666666_103201_3309	Transition Enzyme (antiSMASH and Central metabolism)	Purple	circle	Streptomyces capuensis JNWP01	hypothetical_protein	2
6666666_103264_6725	Transition Enzyme (antiSMASH and Central metabolism)	Purple	circle	Streptomyces rimosus R6-500 JJNO01	Peptide_methionine_sulfoxide_reductase_MsrB__EC_1.8.4.12_	2
6666666_103270_2642	Transition Enzyme (antiSMASH and Central metabolism)	Purple	circle	Streptomyces peucetius JOCK01	hypothetical_membrane_protein	2
6666666_104161_3083	Transition Enzyme (antiSMASH and Central metabolism)	Purple	circle	Streptomyces sp. NRRL B-11253 JNWN01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	2
6666666_146847_2711	Secondary metabolsim (antiSMASH)	Cyan	circle	Streptomyces sp. 769 NZ_CP003987.1	Glycerophosphoryl_diester_phosphodiesterase__EC_3.1.4.46_	2
BGC0001196_AJW76704	Recruited Enzyme (MIBiG)	Blue	circle	BGC BGC0001196_AJW76704	Natural Products	1
6666666_104136_419	Transition Enzyme (antiSMASH and Central metabolism)	Purple	circle	Streptomyces sp. NRRL S-1813 JOHB01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	2
6666666_103281_3365	Central metabolism	Red	circle	Streptomyces natalensis JNYF01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	2
BGC0001814_ATU31806	Recruited Enzyme (MIBiG)	Blue	circle	BGC BGC0001814_ATU31806	Natural Products	1
6666666_104703_911	Central metabolism	Red	circle	Frankia sp. CN3 AGJN02	Glutathione_peroxidase_family_protein	1
6666666_104697_2538	Central metabolism	Red	circle	Frankia sp. CeD JPGU01	FIG00822543_hypothetical_protein	1
6666666_104702_1785	Central metabolism	Red	circle	Frankia sp. Thr JENI01	FIG00661787_hypothetical_protein	1
6666666_104712_2773	Central metabolism	Red	circle	Frankia sp. CcI6 AYTZ01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
6666666_104729_4521	Central metabolism	Red	circle	Frankia sp. BMG523 JDWE01	Mesaconyl_CoA_hydratase	1
6666666_104588_2438	Central metabolism	Red	circle	Frankia sp. Allo2 JPHT01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
656024_7_2985	Central metabolism	Red	circle	Frankia symbiont of Datisca glomerata NC_015656.1	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
6666666_104606_5370	Central metabolism	Red	circle	Frankia sp. BCU110501 ARDT01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
298653_10_2051	Central metabolism	Red	circle	Frankia sp. EAN1pec NC_009921.1	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
6666666_104705_1449	expansion	Gray	circle	Frankia sp. BMG512 ARFH01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	2
6666666_113143_6821	Secondary metabolsim (antiSMASH)	Cyan	circle	Streptomyces cellulosae JOEV01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	2
6666666_111587_286	Central metabolism	Red	circle	Tetrasphaera elongata Lp2 CAIZ01	Cell_division_trigger_factor__EC_5.2.1.8_	1
6666666_111537_445	Central metabolism	Red	circle	Knoellia flava TL1 AVPI01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
6666666_111590_3262	Central metabolism	Red	circle	Knoellia aerolata DSM 18566 AVPL01	Uncharacterized_protein_Rv0487_MT0505_clustered_with_mycothiol_biosynthesis_gene	1
6666666_111515_2349	Central metabolism	Red	circle	Janibacter sp. HTCC2649 AAMN01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
6666666_111524_1827	Central metabolism	Red	circle	Knoellia sinensis KCTC 19936 AVPJ01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
6666666_111534_2710	Central metabolism	Red	circle	Knoellia subterranea KCTC 19937 AVPK01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
6666666_111476_91	Central metabolism	Red	circle	Demetria terragena DSM 11295 AQXW01	4_nitrophenylphosphatase__EC_3.1.3.41_	1
6666666_111578_858	Central metabolism	Red	circle	Janibacter hoylei PVAS-1 ALWX01	Enoyl_CoA_hydratase__EC_4.2.1.17_	1
6666666_111574_1374	Central metabolism	Red	circle	Phycicoccus jejuensis JOEE01	Methylsuccinyl_CoA_dehydrogenase_predicted_by__Erb_et_al_2007_	1
6666666_112256_665	Central metabolism	Red	circle	Marmoricola aequoreus JOJN01	FAD_dependent_oxidoreductase	1
6666666_112230_650	Central metabolism	Red	circle	Marmoricola sp. URHB0036 AUEP01	two_component_system_sensor_kinase	1
6666666_111541_2308	Central metabolism	Red	circle	Tetrasphaera jenkinsii Ben 74 CAJC01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
6666666_111473_1603	Central metabolism	Red	circle	Dermacoccus nishinomiyaensis strain M25 NZ_CP008889.1	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
6666666_111472_2503	Central metabolism	Red	circle	Dermacoccus sp. Ellin185 AEIQ01	Succinyl_CoA_ligase_ADP_forming_alpha_chain__EC_6.2.1.5_	1
6666666_147112_2434	Transition Enzyme (antiSMASH and Central metabolism)	Purple	circle	Streptomyces xiamenensis strain 318 NZ_CP009922.2	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	2
6666666_104166_1606	Transition Enzyme (antiSMASH and Central metabolism)	Purple	circle	Streptomyces sp. NRRL F-2890 JOIG01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	2
6666666_112217_175	Central metabolism	Red	circle	Agrococcus lahaulensis DSM 17612 AULD01	Pyruvate_dehydrogenase_E1_component_beta_subunit__EC_1.2.4.1_	1
6666666_112235_2618	Central metabolism	Red	circle	Agrococcus pavilionensis RW1 ASHR01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
6666666_113069_5603	Secondary metabolsim (antiSMASH)	Cyan	circle	Streptomyces aureofaciens NRRL B-2183 JODU01	N_succinyl_LL_diaminopimelate_aminotransferase_alternative__EC_2.6.1.17_	3
6666666_113273_7100	Central metabolism	Red	circle	Streptomyces coelicoflavus ZG0656 AHGS01	Conserved_protein	2
6666666_147149_1670	Central metabolism	Red	circle	Intrasporangium calvum DSM 43043 NC_014830.1	putative_secreted_protein	1
6666666_111545_2285	Central metabolism	Red	circle	Intrasporangiaceae bacterium URHB0013 JIBA01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
6666666_111584_1349	Central metabolism	Red	circle	Terracoccus sp. 273MFTsu31 ARTT01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
6666666_110162_722	Central metabolism	Red	circle	Corynebacterium variabile NRRL B-4201 JOIN01	Transcriptional_regulator_TetR_family	1
6666666_111538_3422	Central metabolism	Red	circle	Intrasporangium oryzae NRRL B-24470 AWSA01	protein_of_unknown_function_DUF805	1
6666666_111583_862	Central metabolism	Red	circle	Terrabacter sp. 28 JYOE01	Cell_division_protein_FtsW	1
6666666_111459_1240	Central metabolism	Red	circle	Kytococcus sedentarius DSM 20547 NC_013169.1	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
6666666_104631_1139	Central metabolism	Red	circle	Nocardioides sp. Iso805N AQOZ01	putative_glycosyl_hydrolase_EC3.2.1.21	1
6666666_112221_874	Central metabolism	Red	circle	Nocardioidaceae bacterium Broad-1 ADVI01	Adenosylcobinamide_phosphate_guanylyltransferase__EC_2.7.7.62_	1
6666666_112232_3018	Central metabolism	Red	circle	Nocardioides luteus JZDQ01	L_serine_dehydratase__EC_4.3.1.17_	1
6666666_112254_1475	Central metabolism	Red	circle	Nocardioides insulae DSM 17944 AUGU01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
6666666_104654_4081	Central metabolism	Red	circle	Nocardioides sp. UNC345MFTsu51 JQJL01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
6666666_146817_2260	Central metabolism	Red	circle	Pimelobacter simplex strain VKM Ac-2033D NZ_CP009896.1	O_succinylbenzoic_acid__CoA_ligase__EC_6.2.1.26_	1
6666666_112239_3950	Central metabolism	Red	circle	Nocardioides sp. J54 JAER01	Membrane_protein_mosC	1
6666666_104556_1676	Central metabolism	Red	circle	Nocardioides sp. CF8 ASEP01	Ferredoxin	1
6666666_104570_2211	Central metabolism	Red	circle	Nocardioides sp. URHA0032 JIAV01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
196162_16_3082	Central metabolism	Red	circle	Nocardioides sp. JS614 NC_008699.1	FIG01125692_hypothetical_protein	1
6666666_104625_2044	Central metabolism	Red	circle	Nocardioides halotolerans DSM 19273 AUGT01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
6666666_104617_382	Central metabolism	Red	circle	Nocardioides sp. URHA0020 JIAR01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
6666666_104599_333	Central metabolism	Red	circle	Nocardioides alkalitolerans DSM 16699 AUFN01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	2
6666666_147163_1455	Transition Enzyme (antiSMASH and Central metabolism)	Purple	circle	Streptomyces venezuelae ATCC 10712 NC_018750.1	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	2
6666666_103320_1715	Transition Enzyme (antiSMASH and Central metabolism)	Purple	circle	Streptomyces sp. CNS654 JNLT01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	2
6666666_104182_1108	expansion	Gray	circle	Streptomyces sp. NRRL S-146 JOAW01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	2
6666666_113069_705	Secondary metabolsim (antiSMASH)	Cyan	circle	Streptomyces aureofaciens NRRL B-2183 JODU01	FIG00663192_hypothetical_protein	3
6666666_104705_5929	Transition Enzyme (antiSMASH and Central metabolism)	Purple	circle	Frankia sp. BMG512 ARFH01	Predicted_hydrolase__HAD_superfamily_	2
6666666_113281_1141	Secondary metabolsim (antiSMASH)	Cyan	circle	Streptomyces thermolilacinus SPC6 ASHX01	hypothetical_protein	2
6666666_146857_2881	Central metabolism	Red	circle	Luteipulveratus mongoliensis strain MN07-A0370 NZ_CP011112.1	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
6666666_104555_8773	expansion	Gray	circle	Actinoplanes globisporus DSM 43857 ARBJ01	Signal_transduction_response_regulator___Tetratricopeptide_repeat_containing_protein	2
6666666_104653_7220	Secondary metabolsim (antiSMASH)	Cyan	circle	Actinoplanes subtropicus JOJL01	hypothetical_protein	2
6666666_103566_1636	Central metabolism	Red	circle	Propionibacterium propionicum F0230a NC_0181421	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
6666666_111166_4183	Transition Enzyme (antiSMASH and Central metabolism)	Purple	circle	Actinopolyspora erythraea JPMV01	Large_Ala_Glu_rich_protein	2
6666666_103163_5576	Central metabolism	Red	circle	Streptomyces flavidovirens DSM 40150 AUBE01	Serine_phosphatase_RsbU_regulator_of_sigma_subunit	2
6666666_70542_4083	Central metabolism	Red	circle	Streptomyces roseus LAB	putative_DNA_binding_protein	3
6666666_147048_1906	Central metabolism	Red	circle	Rubrobacter radiotolerans strain RSPS-4 NZ_CP007514.1	GTP_binding_protein_EngA	2
6666666_147165_2109	Central metabolism	Red	circle	Rubrobacter xylanophilus DSM 9941 NC_008148.1	Niacin_transporter_NiaP	1
6666666_104730_4954	Transition Enzyme (antiSMASH and Central metabolism)	Purple	circle	Kibdelosporangium sp. MJ126-NF4 CDME01	serine_threonine_protein_kinase	3
6666666_148926_3591	Secondary metabolsim (antiSMASH)	Cyan	circle	Actinokieospora sp CCPR83 LAB	hypothetical_protein	3
6666666_104123_1016	Secondary metabolsim (antiSMASH)	Cyan	circle	Streptomyces sp. NRRL S-1868 JOGD01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	2
6666666_104141_2184	Secondary metabolsim (antiSMASH)	Cyan	circle	Streptomyces sp. NRRL F-5053 JOHT01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	2
6666666_103247_1251	Central metabolism	Red	circle	Streptomyces sp. AcH 505 JTIY01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	2
6666666_104132_2680	Central metabolism	Red	circle	Streptomyces sp. NRRL S-481 JOCV01	hypothetical_protein	2
6666666_104206_5931	Transition Enzyme (antiSMASH and Central metabolism)	Purple	circle	Streptomyces sp. NRRL S-474 JODD01	FIG01121207_hypothetical_protein	2
6666666_70532_1127	Central metabolism	Red	circle	Streptomyces rochei CC48 LAB	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	2
6666666_70529_6817	Transition Enzyme (antiSMASH and Central metabolism)	Purple	circle	Streptomyces rochei CC36 LAB	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	2
6666666_70533_6609	Transition Enzyme (antiSMASH and Central metabolism)	Purple	circle	Streptomyces rochei CC71 LAB	CO_dehydrogenase_accessory_protein_CooC__nickel_insertion_	2
6666666_113138_6640	Central metabolism	Red	circle	Streptomyces sp. NRRL F-4835 JOIE01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	2
6666666_112888_3768	Transition Enzyme (antiSMASH and Central metabolism)	Purple	circle	Streptomyces sp. NRRL WC-3795 JOCG01	Glycosyl_transferase_group_1	2
6666666_113004_2594	Central metabolism	Red	circle	Streptomyces sp. TOR3209 AGNH01	Glucose_1_phosphate_adenylyltransferase__EC_2.7.7.27_	2
6666666_113169_789	Secondary metabolsim (antiSMASH)	Cyan	circle	Streptomyces violaceoruber JOCE01	hypothetical_protein	2
6666666_147136_4378	Secondary metabolsim (antiSMASH)	Cyan	circle	Streptomyces lividans TK24 NZ_CP009124.1	hypothetical_protein_SC2E1.07	2
6666666_112876_3247	Secondary metabolsim (antiSMASH)	Cyan	circle	Streptomyces coelicolor A3(2) NC_003888.3	methyltransferase_putative	2
BGC0000315_CAB38582	Recruited Enzyme (MIBiG)	Blue	circle	BGC BGC0000315_CAB38582	Natural Products	1
6666666_113127_4516	Secondary metabolsim (antiSMASH)	Cyan	circle	Streptomyces lividans 1326 APVM01	3_ketoacyl_CoA_thiolase__EC_2.3.1.16__.3.1.9_	2
6666666_104197_433	Transition Enzyme (antiSMASH and Central metabolism)	Purple	circle	Streptomyces sp. NRRL S-455 JOCT01	A3_2__GLYCOGEN_METABOLISM_CLUSTERI	2
6666666_110425_11523	Central metabolism	Red	circle	Ktedonobacter racemifer DSM 44963 ADVG01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
6666666_105562_2990	Central metabolism	Red	circle	Thermogemmatispora sp. PM5 JNIM01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
6666666_103581_517	Central metabolism	Red	circle	Dehalogenimonas lykanthroporellens BL-DC-9 NC_0143141	Formamidopyrimidine_DNA_glycosylase__EC_3.2.2.23_	1
6666666_105568_1551	Central metabolism	Red	circle	Olsenella profusa F0195 AWEZ01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	2
6666666_112207_1015	Central metabolism	Red	circle	Bifidobacterium magnum JGZB01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
6666666_146828_1086	Central metabolism	Red	circle	Corynebacteriales bacterium X1698 CP012390.1	LSU_ribosomal_protein_L5p__L11e_	1
6666666_105558_1084	Central metabolism	Red	circle	Atopobium vaginae DSM 15829 ACGK02	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
6666666_114232_432	Central metabolism	Red	circle	Actinobaculum massiliae ACS-171-V-Col2 AGWL01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
6666666_112204_901	Central metabolism	Red	circle	Alloscardovia omnicolens DSM 21503 ATVB01	tRNA_Tyr_GTA	1
6666666_114249_561	Transition Enzyme (antiSMASH and Central metabolism)	Purple	circle	Actinobaculum urinale DSM 15805 ATUY01	hypothetical_protein	1
6666666_146859_679	Central metabolism	Red	circle	Actinotignum schaalii ASM72460v1 NZ_CP008802.1	Ribose_ABC_transport_system_ATP_binding_protein_RbsA__TC_3.A.1.2.1_	1
