Id	Metabolism	Metabolism__colour	Metabolism__shape	Genome	Function	Copies__autocolour
6666666_212375_3922	Central metabolism	Red	circle	Prochlorothrix hollandica PCC 9006 PCC 9006 ANKN01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16_	2
6666666_212188_1729	Central metabolism	Red	circle	Phormidesmis priestleyi BC1401 BC1401 LXYR01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16_	1
6666666_212170_3229	Central metabolism	Red	circle	Leptolyngbya sp NIES_2104 NIES_2104 BBWW01	2_hydroxy_3_oxopropionate_reductase__EC_1.1.1.60_	2
6666666_212072_3228	Central metabolism	Red	circle	Leptolyngbya boryana PCC 6306 PCC 6306 ALVM01	Glycosyltransferase__EC_2.4.1.__	2
6666666_212443_5517	Central metabolism	Red	circle	Leptolyngbya sp. NIES-3755 AP017308.1	Cobalt_precorrin_8x_methylmutase__EC_5.4.1.2_	2
6666666_212415_3967	Central metabolism	Red	circle	Leptolyngbya sp. O-77 AP017367.1	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16_	2
6666666_212277_4751	Transition Enzyme (antiSMASH and Central metabolism)	Purple	circle	Leptolyngbya sp PCC 7375 PCC 7375 ALVN01	hypothetical_protein	2
6666666_212342_5345	Transition Enzyme (antiSMASH and Central metabolism)	Purple	circle	Leptolyngbya sp Heron Island J Heron Island J AWNH01	Maleylacetoacetate_isomerase__EC_5.2.1.2____Glutathione_S_transferase	1
6666666_212074_297	Central metabolism	Red	circle	Synechococcus sp PCC 7335 PCC 7335 ABRV01	TPR_repeat_precursor	1
6666666_212055_4213	Central metabolism	Red	circle	Phormidesmis priestleyi Ana LJZR01	hypothetical_protein	1
6666666_212245_4690	Central metabolism	Red	circle	Leptolyngbya sp PCC 6406 PCC 6406 ALVV02	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16_	1
6666666_212240_3484	Central metabolism	Red	circle	Aphanocapsa montana BDHKU210001 BDHKU210001 JTJD01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16_	2
6666666_212157_2183	Central metabolism	Red	circle	Lyngbya confervoides BDU141951 BDU141951 JTHE01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16_	1
6666666_212223_2051	Central metabolism	Red	circle	Nodosilinea nodulosa PCC 7104 PCC 7104 ALVP01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16_	1
6666666_212140_2810	Central metabolism	Red	circle	Leptolyngbya sp KIOST_1 KIOST_1 JQFA01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16_	1
6666666_212315_2626	Central metabolism	Red	circle	Oscillatoriales cyanobacterium MTP1 MTP1 LNAA01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16_	3
6666666_212124_1508	Central metabolism	Red	circle	Leptolyngbya sp JSC_1 JSC_1 JMKF01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16_	1
6666666_212189_4467	Central metabolism	Red	circle	Oscillatoria sp PCC 6506 PCC 6506 CACA01	Exonuclease_SbcD	1
6666666_212251_2334	Central metabolism	Red	circle	Kamptonema formosum PCC 6407 PCC 6407 ALVI01	hypothetical_protein	1
6666666_212175_463	Central metabolism	Red	circle	Oscillatoriales cyanobacterium USR001 MBRE01	hypothetical_protein	2
6666666_212202_4652	Central metabolism	Red	circle	Microcoleus vaginatus FGP_2 FGP_2 AFJC01	TsaE_protein_required_for_threonylcarbamoyladenosine_t_6_A37_formation_in_tRNA	1
6666666_212424_3184	Central metabolism	Red	circle	Oscillatoria nigro-viridis PCC 7112 CP003614.1	hypothetical_protein	1
6666666_212211_2988	Central metabolism	Red	circle	Xenococcus sp PCC 7305 PCC 7305 ALVZ01	internalin_putative	1
6666666_212419_614	Transition Enzyme (antiSMASH and Central metabolism)	Purple	circle	Leptolyngbya sp. PCC 7376 CP003946.1	Exodeoxyribonuclease_III__EC_3.1.11.2_	2
6666666_212153_663	Central metabolism	Red	circle	Synechococcus sp NKBG15041c NKBG15041c BAUB01	hypothetical_protein	2
6666666_212433_1937	Central metabolism	Red	circle	Synechococcus sp. PCC 7003 CP016474.1	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16_	1
6666666_212477_1985	Central metabolism	Red	circle	Synechococcus sp. PCC 7002 CP000951.1	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16_	2
6666666_212359_2558	Central metabolism	Red	circle	Synechococcus sp NKBG042902 NKBG042902 BAWS01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16_	2
6666666_212468_1981	Central metabolism	Red	circle	Synechococcus sp. PCC 73109 CP013998.1	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16_	2
CENTRALR5P_AMINOACIDS_phosphoribosyl_isomerase_A_3	Seed Enzyme	Orange	circle	391246	Function	1
6666666_212386_2035	Central metabolism	Red	circle	Synechococcus sp. PCC 8807 CP016483.1	hypothetical_protein	2
6666666_212463_2014	Central metabolism	Red	circle	Synechococcus sp. PCC 7117 CP016477.1	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16_	2
6666666_212344_1032	Central metabolism	Red	circle	Myxosarcina sp GI1 GI1 JRFE01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16_	2
6666666_212259_3644	Central metabolism	Red	circle	Pleurocapsa sp PCC 7319 PCC 7319 ALVL01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16_	1
6666666_212431_1072	Central metabolism	Red	circle	Stanieria cyanosphaera PCC 7437 CP003653.1	Small_GTP_binding_protein_domain	2
6666666_212232_773	Central metabolism	Red	circle	Rubidibacter lacunae KORDI 51_2 KORDI 51_2 ASSJ01	Ferredoxin_dependent_glutamate_synthase__EC_1.4.7.1_	2
6666666_212076_3845	Central metabolism	Red	circle	Filamentous cyanobacterium ESFC_1 ESFC_1 ARCP01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16_	2
6666666_212187_3322	Central metabolism	Red	circle	Limnothrix sp P13C2 MBRF01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16_	2
6666666_212453_2584	Central metabolism	Red	circle	Synechococcus elongatus PCC 6301 AP008231.1	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16_	1
6666666_212452_1482	Central metabolism	Red	circle	Synechococcus sp. UTEX 2973 CP006471.1	Protoporphyrin_IX_Mg_chelatase_subunit_D__EC_6.6.1.1_	2
6666666_212390_2010	Central metabolism	Red	circle	Synechococcus elongatus PCC 7942 CP000100.1	FIG01150429_hypothetical_protein	2
6666666_212254_4216	Central metabolism	Red	circle	Pseudanabaena sp PCC 6802 PCC 6802 ALVK01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16_	2
6666666_212445_2850	Central metabolism	Red	circle	Pseudanabaena sp. PCC 7367 CP003592.1	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16_	2
6666666_212397_933	Central metabolism	Red	circle	Synechococcus sp. PCC 7502 CP003594.1	Mannose_1_phosphate_guanylyltransferase__EC_2.7.7.13__	1
6666666_212327_4488	Central metabolism	Red	circle	Pseudanabaena sp 'Roaring Creek' Roaring Creek LIRE01	FIG00870303_hypothetical_protein	2
6666666_212168_1140	Central metabolism	Red	circle	Pseudanabaena biceps PCC 7429 PCC 7429 ALWB01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16_	2
6666666_212440_1894	Central metabolism	Red	circle	Synechococcus sp. PCC 6312 CP003558.1	glycosyl_transferase_group_1	2
6666666_212404_223	Central metabolism	Red	circle	Thermosynechococcus elongatus BP-1 BA000039.2	LSU_ribosomal_protein_L2p__L8e_	2
6666666_212475_192	Central metabolism	Red	circle	Thermosynechococcus sp. NK55a CP006735.1	Sulfate_transport_system_permease_protein_CysW	1
6666666_212442_2370	Transition Enzyme (antiSMASH and Central metabolism)	Purple	circle	Cyanothece sp. PCC 7425 CP001344.1	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16_	1
6666666_212457_3316	Central metabolism	Red	circle	Synechocystis sp. PCC 6803 BA000022.2	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16_	1
6666666_212423_3304	Central metabolism	Red	circle	Synechocystis sp. PCC 6803 substr. PCC-P AP012278.1	Photosystem_II_protein_PsbK	1
6666666_212476_3299	Central metabolism	Red	circle	Synechocystis sp. PCC 6803 AP012205.1	Glycosyl_transferase_family_2	1
6666666_212384_3305	Central metabolism	Red	circle	Synechocystis sp. PCC 6803 CP003265.1	Arginine_ornithine_antiporter_ArcD	1
6666666_212435_3305	Central metabolism	Red	circle	Synechocystis sp. PCC 6803 substr. PCC-N AP012277.1	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16_	1
6666666_212450_3302	Central metabolism	Red	circle	Synechocystis sp. PCC 6803 substr. GT-I AP012276.1	SAM_dependent_methyltransferases	1
6666666_212461_3314	Central metabolism	Red	circle	Synechocystis sp. PCC 6803 CP012832.1	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16_	1
CENTRALR5P_AMINOACIDS_phosphoribosyl_isomerase_A_2	Seed Enzyme	Orange	circle	391245	Function	1
6666666_212400_1140	Central metabolism	Red	circle	Synechocystis sp. PCC 6714 CP007542.1	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16_	1
6666666_212412_722	Central metabolism	Red	circle	Gloeobacter violaceus PCC 7421 BA000045.2	Protein_serine_threonine_phosphatase_PrpC_regulation_of_stationary_phase	1
6666666_212398_426	Central metabolism	Red	circle	Gloeobacter kilaueensis JS1 CP003587.1	NAD_kinase__EC_2.7.1.23_	1
6666666_212286_1579	Central metabolism	Red	circle	Synechococcus sp PCC 7336 PCC 7336 ALWC01	Glycosyl_transferase_family_2	2
6666666_212439_2566	Central metabolism	Red	circle	Synechococcus sp. JA-3-3Ab CP000239.1	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16_	2
6666666_212454_2005	Central metabolism	Red	circle	Synechococcus sp. JA-2-3B a2-13 CP000240.1	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16_	2
6666666_212299_1411	Transition Enzyme (antiSMASH and Central metabolism)	Purple	circle	Synechococcus sp CB0101 CB0101 ADXL01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16_	2
6666666_212216_513	Central metabolism	Red	circle	Synechococcus sp CB0205 CB0205 ADXM01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16_	2
6666666_212058_302	Central metabolism	Red	circle	Synechococcus sp WH 5701 WH 5701 AANO01	LSU_ribosomal_protein_L33p_	2
6666666_212208_615	Central metabolism	Red	circle	Candidatus Synechococcus spongiarum SH4 SH4 JENA01	Lipid_A_disaccharide_synthase__EC_2.4.1.182_	1
6666666_212269_927	Central metabolism	Red	circle	Candidatus Synechococcus spongiarum SP3 JXQG01	Phycobilisome_rod_core_linker_polypeptide_phycocyanin_associated	2
6666666_212141_736	Central metabolism	Red	circle	Candidatus Synechococcus spongiarum 15L JYFQ01	hypothetical_protein	2
6666666_212253_28	Central metabolism	Red	circle	Cyanobium sp CACIAM 14 JMRP01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16_	1
6666666_212479_705	Central metabolism	Red	circle	Cyanobium gracile PCC 6307 CP003495.1	putative_carboxysome_peptide_B	1
6666666_212402_863	Central metabolism	Red	circle	Synechococcus sp. KORDI-49 CP006270.1	FIG01149328_hypothetical_protein	2
6666666_212471_1232	Central metabolism	Red	circle	Synechococcus sp. KORDI-100 CP006269.1	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16_	2
6666666_212264_2674	Central metabolism	Red	circle	Synechococcus sp CC9616 CC9616 AZXL01	TldD_protein_part_of_TldE_TldD_proteolytic_complex	2
6666666_212485_800	Central metabolism	Red	circle	Synechococcus sp. WH 8102 BX548020.1	HNH_endonucleaseHNH_nuclease	1
6666666_212459_817	Central metabolism	Red	circle	Synechococcus sp. WH 8103 LN847356.1	Possible_glycosyltransferase	1
6666666_212353_741	Central metabolism	Red	circle	Synechococcus sp REDSEA_S02_B4 LURK01	FIG01150744_hypothetical_protein	2
6666666_212177_1698	Central metabolism	Red	circle	Synechococcus sp REDSEA_S01_B1 LURJ01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16_	2
6666666_212420_708	Central metabolism	Red	circle	Synechococcus sp. WH 8109 CP006882.1	hypothetical_protein	2
6666666_212470_2067	Central metabolism	Red	circle	Synechococcus sp. CC9605 CP000110.1	Substrate_specific_component_BioY_of_biotin_ECF_transporter	2
6666666_212446_1385	Central metabolism	Red	circle	Synechococcus sp. KORDI-52 CP006271.1	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16_	2
6666666_212064_2175	Central metabolism	Red	circle	Synechococcus sp BL107 BL107 AATZ01	FIG01152176_hypothetical_protein	1
6666666_212394_870	Central metabolism	Red	circle	Synechococcus sp. CC9902 CP000097.1	RNA_binding_region_RNP_1	1
6666666_212298_1563	Central metabolism	Red	circle	Prochlorococcus sp MIT 1306 MIT 1306 LVHL01	Preprotein_translocase_subunit_SecG__TC_3.A.5.1.1_	1
6666666_212091_1796	Central metabolism	Red	circle	Prochlorococcus sp MIT 1303 MIT 1303 LVHK01	Type_IV_pilus_biogenesis_protein_PilO	1
6666666_212467_1894	Central metabolism	Red	circle	Prochlorococcus marinus str. MIT 9303 CP000554.1	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16_	1
6666666_212081_591	Central metabolism	Red	circle	Prochlorococcus marinus str MIT 1323 MIT 1323 LVHQ01	SSU_ribosomal_protein_S17p__S11e_	1
6666666_212257_1312	Central metabolism	Red	circle	Prochlorococcus marinus str MIT 1318 MIT 1318 LVHO01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16_	1
6666666_212190_1053	Central metabolism	Red	circle	Prochlorococcus marinus str MIT 1313 MIT 1313 LVHN01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16_	1
6666666_212371_818	Central metabolism	Red	circle	Prochlorococcus marinus str MIT 1327 MIT 1327 LVHR01	Putative_subunit_of_NAD_P_Hquinone_oxidoreductase	1
6666666_212174_17	Central metabolism	Red	circle	Prochlorococcus marinus str MIT 1312 MIT 1312 LVHM01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16_	1
6666666_212373_924	Central metabolism	Red	circle	Prochlorococcus marinus str MIT 1342 MIT 1342 LVHS01	Nucleoside_diphosphate_sugar_epimerases	1
6666666_212455_661	Central metabolism	Red	circle	Prochlorococcus marinus str. MIT 9313 BX548175.1	Alpha_L_Rha_alpha_12_L_rhamnosyltransferase_alpha_L_Rha_alpha_13_L__rhamnosyltransferase__EC_2.4.1.__	2
6666666_212148_2079	Central metabolism	Red	circle	Prochlorococcus marinus str MIT 1320 MIT 1320 LVHP01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16_	1
6666666_212210_337	Central metabolism	Red	circle	Prochlorococcus sp MIT 0702 MIT 0702 JNBB01	FIG00940603_hypothetical_protein	1
6666666_212231_468	Central metabolism	Red	circle	Prochlorococcus sp MIT 0701 MIT 0701 JNBA01	Protein_export_membrane_protein_SecF__TC_3.A.5.1.1_	1
6666666_212117_1195	Central metabolism	Red	circle	Prochlorococcus sp MIT 0703 MIT 0703 JNBC01	Aluminum_resistance_protein	1
6666666_212311_2590	Central metabolism	Red	circle	Synechococcus sp WH 8016 WH 8016 AGIK01	FIG01151413_hypothetical_protein	1
6666666_212421_1952	Central metabolism	Red	circle	Synechococcus sp. WH 8020 CP011941.1	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16_	1
6666666_212389_1867	Central metabolism	Red	circle	Synechococcus sp. CC9311 CP000435.1	SSU_ribosomal_protein_S19p__S15e_	1
6666666_212396_1206	Central metabolism	Red	circle	Synechococcus sp. WH 7803 CT971583.1	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16_	2
6666666_212361_1592	Central metabolism	Red	circle	Synechococcus sp WH 7805 WH 7805 AAOK01	FIG01151593_hypothetical_protein	1
6666666_212272_1712	Central metabolism	Red	circle	Synechococcus sp MIT S9508 MIT S9508 LVHU01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16_	1
6666666_212132_3484	Central metabolism	Red	circle	Synechococcus sp MIT S9504 MIT S9504 LVHT01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16_	1
6666666_212312_3315	Central metabolism	Red	circle	Synechococcus sp MIT S9509 MIT S9509 LVHV01	ABC_type_sugar_transport_system_periplasmic_component_like	1
6666666_212233_1328	Central metabolism	Red	circle	Synechococcus sp RS9917 RS9917; RCC556 AANP01	FIG01151330_hypothetical_protein	1
6666666_212300_1129	Central metabolism	Red	circle	Synechococcus sp RS9916 RS9916 AAUA01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16_	1
6666666_212108_2084	Central metabolism	Red	circle	Synechococcus sp GFB01 GFB01 LFEK01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16_	2
6666666_212393_1005	Transition Enzyme (antiSMASH and Central metabolism)	Purple	circle	Synechococcus sp. RCC307 CT978603.1	dTDP_4_dehydrorhamnose_35_epimerase__EC_5.1.3.13_	1
6666666_212096_2616	Central metabolism	Red	circle	Cyanobium sp PCC 7001 PCC 7001 ABSE01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16_	1
6666666_212374_1248	Central metabolism	Red	circle	Prochlorococcus sp MIT 0603 MIT 0603 JNAW01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16_	1
6666666_212120_731	Central metabolism	Red	circle	Prochlorococcus sp MIT 0602 MIT 0602 JNAV01	Aldo_keto_reductase_family	1
6666666_212146_964	Central metabolism	Red	circle	Prochlorococcus marinus str SS35 SS35 JNAZ01	ATPase_component_BioM_of_energizing_module_of_biotin_ECF_transporter	2
6666666_212194_555	Central metabolism	Red	circle	Prochlorococcus marinus str SS51 SS51 JNBD01	Uroporphyrinogen_III_methyltransferase__EC_2.1.1.107_	2
6666666_212149_1154	Central metabolism	Red	circle	Prochlorococcus marinus str LG LG JNAT01	Pro_zeta_carotene_desaturase_prolycopene_producing__EC_1._._.__	2
6666666_212351_396	Central metabolism	Red	circle	Prochlorococcus marinus str SS2 SS2 JNAY01	FIG00940400_hypothetical_protein	2
6666666_212122_466	Central metabolism	Red	circle	Prochlorococcus sp SS52 SS52 JNBE01	putative_Na_H_antiporter_CPA2_family	2
6666666_212427_916	Central metabolism	Red	circle	Prochlorococcus marinus subsp. marinus str. CCMP1375 AE017126.1	Cobalamin_synthase__EC_2.7.8.26_	2
6666666_212215_523	Central metabolism	Red	circle	Prochlorococcus sp MIT 0601 MIT 0601 JNAU01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16_	2
6666666_212448_1027	Central metabolism	Red	circle	Prochlorococcus marinus str. MIT 9211 CP000878.1	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16_	2
6666666_212204_697	Central metabolism	Red	circle	Prochlorococcus sp W4 ALPD01	hypothetical_protein	1
6666666_212209_315	Central metabolism	Red	circle	Prochlorococcus sp W2 ALPB01	DNA_recombination_and_repair_protein_RecO	1
6666666_212474_892	Central metabolism	Red	circle	Prochlorococcus marinus subsp. pastoris str. CCMP1986 BX548174.1	conserved_hypothetical_protein_in_cyanobacteria	2
6666666_212266_29	Central metabolism	Red	circle	Prochlorococcus marinus str EQPAC1 EQPAC1 JNAG01	hypothetical_protein	2
6666666_212401_814	Central metabolism	Red	circle	Prochlorococcus marinus str. MIT 9515 CP000552.1	Aldehyde_decarbonylase	2
6666666_212078_997	Central metabolism	Red	circle	Prochlorococcus marinus str GP2 GP2 JNAH01	Ferric_iron_ABC_transporter_permease_protein	1
6666666_212410_888	Central metabolism	Red	circle	Prochlorococcus sp. MIT 0604 CP007753.1	hypothetical_protein	2
6666666_212085_453	Central metabolism	Red	circle	Prochlorococcus sp scB243_495P20 JFMB01	FIG00940454_hypothetical_protein	1
6666666_212116_945	Central metabolism	Red	circle	Prochlorococcus sp scB243_495G23 JFLU01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16_	2
6666666_212267_468	Central metabolism	Red	circle	Prochlorococcus sp scB245a_519O21 JFNP01	FIG019731_Sugar_transporter	2
6666666_212290_866	Central metabolism	Red	circle	Prochlorococcus sp scB241_528P14 JFLK01	possible_Villin_headpiece_domain	2
6666666_212341_857	Central metabolism	Red	circle	Prochlorococcus sp scB245a_518I6 JFND01	OpcA_an_allosteric_effector_of_glucose_6_phosphate_dehydrogenase_cyanobacterial	2
6666666_212100_1260	Central metabolism	Red	circle	Prochlorococcus sp scB243_498I20 JFMR01	Glycosyltransferase__EC_2.4.1.__	2
6666666_212464_867	Central metabolism	Red	circle	Prochlorococcus marinus str. AS9601 CP000551.1	NAD_P_H_quinone_oxidoreductase_chain_I__EC_1.6.5.2_	2
6666666_212079_203	Central metabolism	Red	circle	Prochlorococcus marinus str MIT 9123 MIT 9123 JNAK01	Putative_lumenal_protein_contains_8_pentapeptide_repeats_sll0577_homolog	2
6666666_212280_336	Central metabolism	Red	circle	Prochlorococcus marinus str MIT 9116 MIT 9116 JNAJ01	Glutathione_S_transferase_family_protein	2
6666666_212192_603	Central metabolism	Red	circle	Prochlorococcus marinus str MIT 9107 MIT 9107 JNAI01	L_aspartate_oxidase__EC_1.4.3.16_	2
6666666_212268_927	Central metabolism	Red	circle	Prochlorococcus sp scB243_498B23 JFMN01	Formyltetrahydrofolate_deformylase__EC_3.5.1.10_	2
6666666_212199_715	Central metabolism	Red	circle	Prochlorococcus sp scB243_498C16 JFMO01	Possible_transporter_membrane_component	2
6666666_212451_862	Central metabolism	Red	circle	Prochlorococcus marinus str. MIT 9301 CP000576.1	RNA_binding_region_RNP_1	2
6666666_212129_983	Central metabolism	Red	circle	Prochlorococcus sp scB243_496G15 JFME01	Cobalt_precorrin_6y_C5_methyltransferase__EC_2.1.1._____Cobalt_precorrin_6y_C15_methyltransferase_decarboxylating__EC_2.1.1.__	1
6666666_212126_1581	Central metabolism	Red	circle	Prochlorococcus marinus str MIT 9302 MIT 9302 JNAM01	Phytoene_dehydrogenase_and_related_proteins	2
6666666_212246_879	Central metabolism	Red	circle	Prochlorococcus sp scB245a_519A13 JFNH01	COG0546_Predicted_phosphatases	1
6666666_212158_966	Central metabolism	Red	circle	Prochlorococcus sp scB243_498F21 JFMP01	Sulfolipid__UDP_sulfoquinovose__biosynthesis_protein	1
6666666_212284_73	Central metabolism	Red	circle	Prochlorococcus sp scB245a_520M11 JFNV01	SSU_ribosomal_protein_S2p__SAe_	2
6666666_212136_1116	Central metabolism	Red	circle	Prochlorococcus sp scB245a_521B10 JFNX01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16_	2
6666666_212180_919	Central metabolism	Red	circle	Prochlorococcus sp scB243_495N16 JFLY01	Legionaminic_acid_biosynthesis_protein_PtmG	1
6666666_212092_594	Central metabolism	Red	circle	Prochlorococcus sp scB241_527L16 JFKZ01	Chaperone_protein_HtpG	2
6666666_212121_1362	Central metabolism	Red	circle	Prochlorococcus sp scB243_495K23 JFLW01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16_	2
6666666_212317_561	Central metabolism	Red	circle	Prochlorococcus sp scB243_497I20 JFMI01	methyltransferase	1
6666666_212241_693	Central metabolism	Red	circle	Prochlorococcus sp scB243_496E10 JFMD01	FIG00940138_hypothetical_protein	2
6666666_212349_1169	Central metabolism	Red	circle	Prochlorococcus sp scB243_498P15 JFMX01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16_	2
6666666_212111_678	Central metabolism	Red	circle	Prochlorococcus sp scB241_527G5 JFKW01	ATP_synthase_beta_chain__EC_3.6.3.14_	1
6666666_212318_838	Central metabolism	Red	circle	Prochlorococcus sp scB241_526N9 JFKT01	Aspartokinase__EC_2.7.2.4_	1
6666666_212352_803	Central metabolism	Red	circle	Prochlorococcus sp scB245a_519O11 JFNO01	Rod_shape_determining_protein_RodA	2
6666666_212307_655	Central metabolism	Red	circle	Prochlorococcus sp scB241_526D20 JFKQ01	Possible_high_light_inducible_protein	1
6666666_212083_503	Central metabolism	Red	circle	Prochlorococcus sp scB243_498J20 JFMS01	TldD_protein_part_of_TldE_TldD_proteolytic_complex	1
6666666_212372_847	Central metabolism	Red	circle	Prochlorococcus sp scB245a_521K15 JFNZ01	LSU_ribosomal_protein_L17p	1
6666666_212336_797	Central metabolism	Red	circle	Prochlorococcus sp scB243_498G3 JFMQ01	Hypothetical_membrane_protein_PMM1568_homolog	1
6666666_212159_828	Central metabolism	Red	circle	Prochlorococcus sp scB241_527P5 JFLC01	SSU_ribosomal_protein_S12p__S23e_	2
6666666_212320_998	Central metabolism	Red	circle	Prochlorococcus sp scB243_496N4 JFMG01	Putative_lumenal_protein_contains_8_pentapeptide_repeats_sll0301_homolog	2
6666666_212196_800	Central metabolism	Red	circle	Prochlorococcus sp scB245a_521A19 JFNW01	Mg_Co_Ni_transporter_MgtE___CBS_domain	1
6666666_212160_1036	Central metabolism	Red	circle	Prochlorococcus sp scB245a_519L21 JFNN01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16_	2
6666666_212195_904	Central metabolism	Red	circle	Prochlorococcus sp scB245a_519E23 JFNL01	OpcA_an_allosteric_effector_of_glucose_6_phosphate_dehydrogenase_cyanobacterial	2
6666666_212155_1047	Central metabolism	Red	circle	Prochlorococcus sp scB245a_519D13 JFNK01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16_	1
6666666_212137_1300	Central metabolism	Red	circle	Prochlorococcus sp scB245a_521O20 JFOD01	hypothetical_protein	1
6666666_212252_961	Central metabolism	Red	circle	Prochlorococcus sp scB241_529C4 JFLN01	Ferredoxin_dependent_glutamate_synthase__EC_1.4.7.1_	2
